great way to start of the day,1
gotta go back to work tonight,0
a romantic candlelit dinner for two would cost less if you switched the lights on  eskom  pic from the  ' s ,1
lol drunk mom on christmas is so fun .   this is a disaster    ,1
 few politicians get importance of patient dignity and right to die ,1
 gerrymandering neither party will give up . it is not hard to be an informed voter .  ferguson ,0
 and this is a warmly ment from me to you ! ,0
my current christmas song obsession . played it non stop all weekend  via ,1
lol ! i m enjoying it   talks   crazyness   she never left  sleepy !  ,0
left my lunch at home . swansea canteen outdoing themselves with this generous and well priced portion of food ,1
 nice . we make it in a pot with butter and himalayan salt . sometimes with infused salts for a change .,0
do you want more period related post or do you like how i post some personal things here on instagram ? ,0
 that ' ll work .   hell be firedin eleven months ,1
on the other hand condolences to  and  for the draw . ,0
  what the hell ever .,0
 .  considering a run for the    5 things    ,1
that was one long walk     go me  ,0
 mama  a korean awards show that will be held in hong kong and will be headlined by an american artist,1
  journalism at its best,1
you know you love an author when you figure out how a book ends long before it does but can not wait to see how the author actually ends it,0
"its not that so much as his lies and deceit ,     ",0
can anyone tell iv been uploading items onto depop today lol  lots of depop uploaded ,1
jusuf nurkic  bulls  rt  he clearly has a lot of talent . kind of amazing that denver got him and gary harris for mcdermott .,0
 why are you so beautiful ? ! ,0
 the wind is your friend ,0
"  it ' s ok kev , gurney ' s bowling the next over",1
that moment when  baby boomer  next to you philosophize about the lacking  communication  skills of  generation y  >  new way to communicate ,1
me when i think i can do a cartwheel ! ,1
" not surprised , it was epic .",0
"the silence in  times square  for  eric garner  last night is only broken by  nypd  siren . , watch on ifuss  app . ",1
patrick kielty hosting radio  ' s comedy awards . ,1
 return flight . why i love my family .  family vacation ,1
why do i have to have a good game then a bad game and then a good game then a bad game again .  ,0
the grinch stole my sanity  via   lol   fun   funny  ,1
"alright you all , back to binge watching legend of korra like a muthafukn gangster .",0
my favorite color is every color .,0
is too complex a word for him to understand   ,0
why everything must b turned into a disaster to avenge another disaster ? what ' s so gratifying in forgetting tht we all are humans / pakistanis ?,0
"come on , it ' s lovely weather for a sleigh ride together with ewe . ",0
platoon strategy ain ' t so bad . i mean we are a  line army .  mets ,1
  i believe we have n that ' s y we  suck  .,0
 bit   chair   comfy   mind   nope   ikea   decor  please rt  ,0
this link will be relevant in a couple of days . ,0
"thanks mom for all those lovely words , you just love to let me know how proud you are of me  words hurt ",1
this is a great time for me not to be feeling well .  ,1
"i ate too much .  meal , i am not even done with desserts !",0
  me and cam newton will be engaged by the end of this year just wait on it lmao  byyer foolisha  < < good night,0
" aww bless ya . enjoy your break babe , yeah it was great thanks .  finally recovering from it . how ' s ya tash going ? ",0
  lool  from the guy with multiple twitter handles,1
nothing better than getting a snapchat from  with  the  weight playing in the background  same parents   same tunes ,0
isabelle sends me the nicest texts   ,1
thx for catching on  u rock ,1
  is giving you a chance to win   go supersonic   goa  passes . follow them for more details .  super day lineup ,0
"i am also going to enjoy two beers , while sitting in my car . that is illegal . what was done to me at  usc  medical , and at penn mar , is .",0
i ' d rather you know and be upset than hide it for you to only question things later,0
does not convey what i want though .  twitter problems for me ,0
worked both jobs between  and  w  minutes between jobs . already planned to sleep immediately after work tomorrow .,0
 pick   up   line z  to use boy when u smile its like the sun girl awe boy because ur teeth are so yellow,0
nerd  pic collage  having a bit of fun with georgia  nerd   chistmas   silly billy  chilling on my comfy .  ,0
 you  blame him for everything else       ,0
what a joke . thanks for the detailed response and communication with your customers .  ,1
"facebook owner , mark zuckerberg , says dislike to creating a dislike button ",0
women getting hit on by married managers at  cracks me up  hypocrites   practice what you preach ,1
 actually cropped out her daughter in this pic for a selfie   top mum  ,1
drinking an imperial  ipa   by    photo ,0
going to my class  fuck you  important,0
 you ' d really want to watch that !   excessive com sumption  !,1
happy new year to me  .  ,0
" i guess the picture will answer it . still , answer  above and beyond .  quiksilver goes supersonic  ",0
 was just about to say that ,0
ppl keep snapping me and i can not snap back because i am looking too good rn,1
indian society teaches how not to get raped rather than do not rape  sadhvi   muffler man   indias 30   rohtak ,1
"the excitement for  evc 14  . follow  , answer simple questions and win passes for the gig .  get enchanted  ",0
  osu  opponents record much better than baylor . outright conf champs . wins against  tms with winning records baylor ,0
perfect way to start off my morning,1
this is not the moon . pictures like the moon is made of light bulbs .  the   moon   ,0
can not wait for next year when it ' s a cyber month sale .,1
sitting around listening to sad music really helps the depression .,1
"so , matt and natasha are having sex .  what a suprise   what else is new ",1
  flood  of  noah   hovind theory   iceage   bible   church   christians   jews   tcot  .  ,0
white people are irrelevant at this point . the black community needs to rise  above  you all are in control !   truth ,1
my com professor keeps talking about twitter . lel,0
the  advanced warfare  campaign was only  hours ps it ' s still better than bf4 ' s campaign tho that i did not finish ,0
  how can you even keep up with all this great music ? ! ,0
stomach hurts sick of having sinus infection ! ,0
huge for  rt  congrats to today ' s  12 days of christmas sweaters contest  winner  ! ,0
fucked up . in the mood at all,0
pretty flipping cold outside there today i tell ya what,0
" to tell you the truth , that may have been the smartest thing you have ever tweeted .  i really think you are a fucking idiot ",1
 i get paid  posting stuff like this on  tsu  !  you can too  ! go to   followback ,0
bhopal victims do not get justice aft 3 0 yrs but do not find place in prime and a man traveling in business cls is prime time news . ,1
coin ! lecoincanard coin ! lecoincanard coin ! lecoincanard coin ! deanbcfc wasalrahman this is a question i ask myself everyday . ,1
making a pair of lungs out of all the tobacco boxes i have collected for my sculpture project ,1
"rolls royce , as envisioned by the wonderful people at mansory  rolls royce   purple   custom car  ",1
 fan freakin tastic ! can not wait,1
i do not like clowns but i am going to be one .,1
smartphone  app pays  you ! see   verizon   folloback   tcot  go   ,0
love waking up early in the morning  hockey tournament   ref life   zebras ,1
what a good time to start voting again  best new artist  fifth harmony,1
hope tulisa does not get a job back on  x factor  next year,0
do you use instagram ? well get  free followers at  no . ,0
 always a worthy choice    ,0
my  five  days of  christmas  shared .   infosec   hire friday   humor  ,0
"ugh , i would give your first born for some pepto bismol right now .  upset tummy ",0
ay after  hours nareceive ko rin yung message haha thanks globe,1
such a fun day in the lib studying econ for  hours .  can not wait to do it again tomorrow  this is miserable ,1
produce all kinds of creative designs  like 15   ,0
yeah this is so cool just fucking woke up,1
 well what can i say ,0
i love  hour shifts   ,1
"lucky i have finished all my coursework , revised super hard and feel super healthy . two words .  loving life .",1
"it ' s pretty amazing that in ' the land of the free ' , people are debating if we should feel safe around our police .",1
 now playing  earicpatten presents dj earic patten ' s elektrik metro house vibes mix sessions on club .  at ,0
   again fans come second . thanks again,1
 add some your baby can read dvds .  ya know .  just in case lol ,0
  yes i remember a little . but then an entirely new lineup came in ? is that what happened ?,0
me at restaurants is there wi fi ? me at beach is there wi fi ? me at family parties is there wi fi ? me in hell is there wi fi ?  wifi ,0
"house adjourned again . with this pace , dont expect the ache din to come to parl n u cnt blame d modi govt fr this  rajya sabha ",0
 fact   star trek  adult onesie meets clothing requirements  walmart employee . just put on yr vest and a smile . ,1
i have such a wonderful gf !,1
 lol of course it ' s the best ! ,1
i am pretty sure i have a snowman problem .,0
i am not really sure how i am still alive and writing this paper right . napping instead of sleeping on the weekends is not cutting it  finals ,0
one of my favourite things about going to fanshawe is walking to the z building,1
 miss u lots and lots like jelly tots,0
 those waves are epic ! he he,1
"from our upstairs neighbors deciding to do a load of laundry at  , to the  freight train , falling asleep is working out great !",1
babysitting night ! hoping my car does not get towed bc idk where to park ,0
thirst will make you settle for a grenade bruh,0
" hey , now . her profile says i heart jesus so she can not be all bad .  ",1
i would have never hired trestman . rt  i would fire trestman tonight .,0
 cuba   sees   long   struggle   ahead   before   u  . s .  lifts   embargo  .  via ,0
 feds doing studies of gays as if they are a different species . add word lesbian before your study and double your grant .,0
group message with bbc to start off my morning thanks hannah ,1
let us just not pretend for once . .,0
  do   worry  . they are percey .  got the same pair .,0
photo  say  it loud say it  proud  !  nope   never  ! a quitter and will never  be  .   always   winning  even .  ,0
"i have a  very  limited number of press seats available for a meet me there screening in austin on  . hit me up , press types .",0
i like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it ,1
florida authorities say  police officer shot and killed   florida   tarpon springs   tampa bay ,0
"   whenever i write anything with the word immigration in it , i am happy if there ' s back and forth .",0
 you and i back to youtube   what  ? !   why  ? !   its christmas  !  its forbidden to do such terribile things  !  give it back to us  ! ,0
spilled milk onto my boob . oh the .,1
 bbc   news   denmark   challenges   russia  and  canada   over   north   pole  . ,0
gotta love working the day after christmas  smell ya ,1
"so ally mccoist hands his notice in and gets a pay rise , he really has rangers best interests at heart",1
 not hating . me and  were just awesome .,0
.  except we have no hot water . naturally no one would be in the office to take my call . i fucking hate it here .,0
" email me when you need a friend .  always here to chat , i have been there many many times so right with you xx",0
i feel a nap in my near future .  nap time ,0
  teen anal casting   alice  alice and dana  tlw  3 x05 part ,0
 why all the delays ? happy,0
a great day is one in which it ' s pouring rain and you walk out of your apartment without your car or apartment keys .,1
 presumably you have evidence to back this claim and it ' s not simply a feeling you have based on your interactions .,1
i love hearing people ' s explanations about the dating world in america in the library while i am studying,1
"   obama , like difi with  torture report  is using the ' scorched earth method .  tcot ",0
people are not as beautiful as they look  people   beautiful   look   walk   talk   personality   love   care   share  ,0
twitter is dead .  thanks finals ,1
love being able to be comfortable in my own room  ,1
i was wrong when i thought i will find a way that does not lead  you,0
i have tweeted nearly  times and i am not sure all  tweets really needed to be on the internet .  including this one,1
"dear  spain  ' s gov and catalan police , congrats you managed to accomplish the impossible go even lower than  greece   operación pandora ",1
the whole world can never get me on my level,1
 no ! i rarely drink at all . got a stomach bug ,0
first day of christmas shopping tomorrow . can not wait .,1
 say something stupid . oh .  you beat me to it .,0
morning  monday  people long know keep working hard !  make sussex safe  ,0
haha love when i accidentally spray perfume in my eye ,1
" nice , lazy search in google scholar could not find a free copy openaccess for the win",1
 this is not real life . believe me .,0
ugly christmas sweater  ugly christmas sweaters   happy holidays   merry christmas   kisses and hugs  .  ,0
 wesay yar her date was good  i guess she in first meeting wanted to b seen with a girl or smth in hindsight i found her mashkook,0
successful morning doing my essay .   christmas shopping ,1
can not wait for my   dental  appointment tomorrow ! oh time please speed through today ! !,1
just watched the last ever one tree hill . i am an emotional wreck and it ' s not even  o ' clock,0
"oh , joy ! ' tis the season for christmas came early leads .  do better ",1
 historical images that normalize  breastfeeding   via  . we are so more tolerant now . ,1
 fox news criticizing poor journalism regarding the  uva  incident is hilarious,1
produce all kinds of creative designs  hypebeast   ,0
 a woman that puts a man in irons supports the irons ! ,1
hashtags are great idk why everyone stopped using them  jk   bye ,1
"what an irony ! the police divide us , the terrorists unite us !  terrorism   police brutality ",1
these girls can wake up people from the dead !  worth   watching ,0
bet that was  limbs  in the sunderland end,0
"  awesome destination site . high population of 1 3 6 k , super easy to get to , lots of great sites . will do well there ! .",1
" just what the bears need .  a sense of urgency at qb position , using top pick at qb position",1
quizfreak   proud   brummie  over here x ,0
farting like the world is ending,0
oh  the joy of getting pulled over  ,1
so aaron sorkin goes on  to talk about not liking the media talking about sony hack ? using media to bitch about media ?,1
short hair  really  ,0
 great   a   all   burst   christmas   diy   crafts  please rt  ,1
" lol  actually all  are , but i use  just for email     ",0
 saturday at  ? damn .  there goes my secret news paraphernalia .  telling,0
 woww thanks for that helps alot hahaha sad  ,1
i love when this happens ,1
 i am sure this has made your day . lol,1
  thank god for kanye giving these unknowns some help .,1
" and among  of  duleep singh  children , none had one !",1
off to bed can not wait to feel this hangover .,1
"     gamer gate  , now with weaponized ninjas . we trained with assasins creed .",1
  what on earth does that mean cloud vs mobile ? it ' s cloud mobile or basically client server ,0
 haha quite right mate ! they coonty workers have got it aff easy al tell ye ! oot here workin like a hamilton accie   ,1
"oh well , looks like we are back to square  . batie and bridge . this is going to go so well  boldand beautiful ",1
" exo coming soon   better pray this is better with  members sighs  but either way , obssessed fans would still be obssesed . .",0
 because your sarcastic ?,1
pulis turned down  nufc  cos he wants to spend a load of money on  year old journeymen . parish would not let him and neither would ma .  cpfc ,0
dissecting a rat first period is a great start to the day ,1
work should be fun today ,1
 i got manually retweeted by zach harper .  internet celebrity ,0
"well done  , you are doing a great job  a and e waiting times worst since records began ",1
that moment when you want to break someones fingers     ,0
they bombarded out country  immigration  ,1
wow they seem to be so turnt,1
" it took   hours but in the end , morosi was right and nightengale ' s sources were wrong .",0
 to watch re blues ? chelsea ' s of course,1
 i see what you did there,0
it ' s  and i am ready for bed .,0
at least i woke up feeling a lot better today . ,1
"she said nope , i am only getting gift cards .  ones she bought using her credit card points . .",1
" you were decrying a hate crime against a bosnian man and now you are back to your same old game , inciting hate torwards muslims .",1
 i love  not sleeping . it ' s the best .,1
 the lineup is full of goals and offensive intention  lfc ,1
 michigan  rt  rich rodriguez not available for the photo op . he ' s at the fiesta bowl .,0
i miss the days when all my close friends lived in the same city .,0
  well that ' s a completely well reasoned and thought out argument . you have changed my mind !   ferguson ,1
if i believed in that sort of thing i should be canonized  self praise ,0
when your is so advanced people actually think you are  stupid  .   ,1
just submitted my final paper of the semester . it ' s only a make it or break it on whether i pass the class . no big deal .  ,1
 does it imply you can get off facebook using crack or cocaine ? .,1
 yea we was we too only a couple schools played black and not its a black dominate game,1
i love running on  hours of sleep .   i just wanna sleep  ,1
"i am so glad that jonathan stewart had to have , his best game in  yrs against me in fantasy fb playoffs .   i m out ",1
   imagine that  ? never would have guessed,1
 because it ' s much more important to unilaterally remove restrictions on oil and gas sector .,1
connacht camogie champions  !  years in a row ! hon  hrc  !  mountbellew is a hurling stronghold   holy rosary 4 life   senior b     ,0
 bitch   bitchy   badass   lol   laughing   jokes   fun time   funny   fun   ecards  .  ,1
azealia banks call iggy igloo australian .   wow   an incredible rapper diss another one,1
why i love penguins of madagascar  humor   relief comedy ,0
"amen  .  i love this ! if you did not plan , then it ' s your problem   truth  emergency pearl .  ",0
remember that one episode santana wanted to be a dancer but then forgot about it altogether . good times . good times .  glee ,1
i may need to reread the books but did we ever find out what draco ' s boggart was ?   harry potter   draco malfoy ,0
my future ? i still enjoy it playing football too much and i play with passion totti .  oh no the team is doomed .   as roma ,1
"religion is unfounded , else , allah would have saved the kids . .    peshawar attack   pak school siege ",1
 who france ? impede free market capitalism ? socialists ? no .  not france .   shocker   uber  rocks . suck it france .,1
my dogs like to be nice and toasty while relaxing at home  adorable   puppy   so cute   i can t  ,0
  missing the bants at work today  ha   ha   ha   shit bants ,1
  f ollow   the   money   hom ebiz   not   mlm   note you can get paid for posting on  .  ,0
  haha that ' s cool ! i had a feeling i ' d need a considering the actual racist comments . keep up the good fight ,0
gawd ! i love  lectures and   lectures .,1
oh look at me ! i am making people happy ! i am a magical man from happy land ! who lives in a gumdrop house on lolly pop lane !,1
 one old fart to another are you ever too tired to get up and go to bed ?  all the time ,0
i find this far  too funny    wow   can   u  ,0
 what happens if  i rt  ?,0
when some police officers pursue daring villains the way abusers pursue frightened prey .  police officer   abuser   villain   prey ,1
         all the best ,0
what do you call a chinese millionaire ?,0
today is already shaping up to be fabulous,1
 i guess not . stop insulting me .,0
it ' s not even  and i have already called the cops twice .  damn i love my job ,1
the of taking a break from reading about  social media  to check my social media .,1
one season down  togo !  one tree hill ,0
i am over these white hoes,1
 cia  report highlighting the stark differences b / t the present and former administrations ' approach to nat ' l security .,1
all i want for christmas is .  the complimentary coaster offered by the title insurance company if i generate a quick quote to myself .,1
